t,u_1,u_2
+78.627500E-03,-3.092199764E+00,-3.066987460E+00
+78.630000E-03,-3.092723708E+00,-3.067633249E+00
+78.632500E-03,-3.092807712E+00,-3.066713460E+00
+78.635000E-03,-3.091680202E+00,-3.067376215E+00
+78.637500E-03,-3.093629782E+00,-3.067500606E+00
+78.640000E-03,-3.092826725E+00,-3.067655226E+00
+78.642500E-03,-3.092024714E+00,-3.067431201E+00
+78.645000E-03,-3.092433591E+00,-3.066807854E+00
+78.647500E-03,-3.092672996E+00,-3.067415160E+00
+78.650000E-03,-3.093066756E+00,-3.067189281E+00
+78.652500E-03,-3.093383338E+00,-3.067104299E+00
+78.655000E-03,-3.092335727E+00,-3.067500606E+00
+78.657500E-03,-3.093132802E+00,-3.067813327E+00
+78.660000E-03,-3.092440413E+00,-3.067009437E+00
+78.662500E-03,-3.091837701E+00,-3.067228226E+00
+78.665000E-03,-3.091929790E+00,-3.067368893E+00
+78.667500E-03,-3.091660770E+00,-3.067275426E+00
+78.670000E-03,-3.092300339E+00,-3.066963635E+00
+78.672500E-03,-3.092688748E+00,-3.068241722E+00
+78.675000E-03,-3.091731754E+00,-3.067228460E+00
+78.677500E-03,-3.090993483E+00,-3.067585350E+00
+78.680000E-03,-3.091465051E+00,-3.067586986E+00
+78.682500E-03,-3.092942016E+00,-3.067764963E+00
+78.685000E-03,-3.092801102E+00,-3.067400052E+00
+78.687500E-03,-3.093593541E+00,-3.067111159E+00
+78.690000E-03,-3.092512238E+00,-3.067398647E+00
+78.692500E-03,-3.093411894E+00,-3.067376452E+00
+78.695000E-03,-3.092349370E+00,-3.067382600E+00
+78.697500E-03,-3.091660770E+00,-3.067413990E+00
+78.700000E-03,-3.090854268E+00,-3.068160789E+00
+78.702500E-03,-3.092547414E+00,-3.067452464E+00
+78.705000E-03,-3.093457922E+00,-3.066378528E+00
+78.707500E-03,-3.090830407E+00,-3.066820853E+00
+78.710000E-03,-3.092561697E+00,-3.067609886E+00
+78.712500E-03,-3.092293723E+00,-3.067109983E+00
+78.715000E-03,-3.092370472E+00,-3.067252066E+00
+78.717500E-03,-3.091689336E+00,-3.067142786E+00
+78.720000E-03,-3.091873953E+00,-3.066962462E+00
+78.722500E-03,-3.092674048E+00,-3.067018163E+00
+78.725000E-03,-3.091522622E+00,-3.067111159E+00
+78.727500E-03,-3.092731608E+00,-3.067391797E+00
+78.730000E-03,-3.093776865E+00,-3.066636505E+00
+78.732500E-03,-3.092076485E+00,-3.067258676E+00
+78.735000E-03,-3.091546286E+00,-3.066931540E+00
+78.737500E-03,-3.093069940E+00,-3.067108794E+00
+78.740000E-03,-3.092012529E+00,-3.067625466E+00
+78.742500E-03,-3.093328320E+00,-3.067103843E+00
+78.745000E-03,-3.092477278E+00,-3.067173707E+00
+78.747500E-03,-3.090338799E+00,-3.066621166E+00
+78.750000E-03,-3.093067163E+00,-3.067306120E+00
+78.752500E-03,-3.092068382E+00,-3.067695330E+00
+78.755000E-03,-3.092996382E+00,-3.067483605E+00
+78.757500E-03,-3.092800254E+00,-3.067001401E+00
+78.760000E-03,-3.091944322E+00,-3.067711620E+00
+78.762500E-03,-3.091624306E+00,-3.067461424E+00
+78.765000E-03,-3.093720573E+00,-3.067874000E+00
+78.767500E-03,-3.092385178E+00,-3.066870177E+00
+78.770000E-03,-3.091897386E+00,-3.067414452E+00
+78.772500E-03,-3.091935357E+00,-3.066721712E+00
+78.775000E-03,-3.092717122E+00,-3.066917626E+00
+78.777500E-03,-3.092358113E+00,-3.067896889E+00
+78.780000E-03,-3.092535716E+00,-3.067437341E+00
+78.782500E-03,-3.092461271E+00,-3.066408961E+00
+78.785000E-03,-3.092364287E+00,-3.068140016E+00
+78.787500E-03,-3.091412597E+00,-3.067655907E+00
+78.790000E-03,-3.092524586E+00,-3.067134048E+00
+78.792500E-03,-3.092606074E+00,-3.067111159E+00
+78.795000E-03,-3.093270313E+00,-3.067211458E+00
+78.797500E-03,,
